mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
145.65449849764505,0.7596220769708841,3.5146001180013022,0.5234269397742874,0.8569542256977045,0.0529666151588077,8,120,661,17,1.5215700972337949,1.1225543951389925,0.9198385129840964,"{'colsample_bytree': np.float64(0.8569542256977045), 'learning_rate': np.float64(0.0529666151588077), 'max_depth': 8, 'min_child_samples': 120, 'n_estimators': 661, 'num_leaves': 17, 'reg_alpha': np.float64(1.5215700972337949), 'reg_lambda': np.float64(1.1225543951389925), 'subsample': np.float64(0.9198385129840964)}",0.7828363258995663,0.7867314659363084,0.7853633148737456,0.7849770355698734,0.0016134719813511312,1,0.8819912229101872,0.8803159766359742,0.880525796202939,0.8809443319163668,0.0007452031612819871
298.769966284434,35.63486679303244,5.989774624506633,0.3716547132888223,0.8228284587275367,0.08272793952583929,8,109,753,65,0.0628583713734685,1.2728208225275608,0.7600245933767144,"{'colsample_bytree': np.float64(0.8228284587275367), 'learning_rate': np.float64(0.08272793952583929), 'max_depth': 8, 'min_child_samples': 109, 'n_estimators': 753, 'num_leaves': 65, 'reg_alpha': np.float64(0.0628583713734685), 'reg_lambda': np.float64(1.2728208225275608), 'subsample': np.float64(0.7600245933767144)}",0.7662792680103334,0.7746551617794855,0.7690967299605369,0.7700103865834519,0.0034799401744357,18,0.9932915434406381,0.9927682009064946,0.9921158854122312,0.992725209919788,0.0004809221133357024
76.52165635426839,10.964820661057033,1.667033036549886,0.4133800954274089,0.8279997419076459,0.12890797687113115,8,48,235,27,0.15395981965758598,0.579502905827536,0.7064274505389015,"{'colsample_bytree': np.float64(0.8279997419076459), 'learning_rate': np.float64(0.12890797687113115), 'max_depth': 8, 'min_child_samples': 48, 'n_estimators': 235, 'num_leaves': 27, 'reg_alpha': np.float64(0.15395981965758598), 'reg_lambda': np.float64(0.579502905827536), 'subsample': np.float64(0.7064274505389015)}",0.7772538388354207,0.7805770034858845,0.7810251748175516,0.7796186723796189,0.00168216976044951,10,0.9061931295408523,0.9045705988081129,0.9045870898633135,0.9051169394040929,0.0007610111241276711
106.84542028109233,1.5132668857233886,1.5561446348826091,0.27429486091076194,0.9753941783199005,0.11697444554773004,-1,47,227,58,0.8330198957407324,1.7665605178377366,0.7635207573518459,"{'colsample_bytree': np.float64(0.9753941783199005), 'learning_rate': np.float64(0.11697444554773004), 'max_depth': -1, 'min_child_samples': 47, 'n_estimators': 227, 'num_leaves': 58, 'reg_alpha': np.float64(0.8330198957407324), 'reg_lambda': np.float64(1.7665605178377366), 'subsample': np.float64(0.7635207573518459)}",0.7741954289180171,0.7788965437446069,0.7756660075998815,0.7762526600875018,0.0019635411903190132,13,0.962203552917382,0.9603853233704481,0.960277132911557,0.9609553363997957,0.0008837268242808252
111.73105732599895,1.7621292759112896,3.5517104466756186,0.459703988403716,0.6927307841452357,0.06275574056923698,5,148,576,41,0.8542155772525126,1.6360295318449862,0.9512557041397203,"{'colsample_bytree': np.float64(0.6927307841452357), 'learning_rate': np.float64(0.06275574056923698), 'max_depth': 5, 'min_child_samples': 148, 'n_estimators': 576, 'num_leaves': 41, 'reg_alpha': np.float64(0.8542155772525126), 'reg_lambda': np.float64(1.6360295318449862), 'subsample': np.float64(0.9512557041397203)}",0.78205521307043,0.78602172278499,0.7850817279418159,0.7843862212657453,0.0016923547660520817,5,0.8963652482109619,0.8943639392772591,0.8952502834167334,0.8953264903016515,0.0008188060327946236
359.0127469698588,10.42466531051785,6.181050936381022,2.39333432764262,0.6524332456859168,0.08128967630930789,-1,81,876,65,0.538824667597043,0.48825104449554835,0.7089018647605257,"{'colsample_bytree': np.float64(0.6524332456859168), 'learning_rate': np.float64(0.08128967630930789), 'max_depth': -1, 'min_child_samples': 81, 'n_estimators': 876, 'num_leaves': 65, 'reg_alpha': np.float64(0.538824667597043), 'reg_lambda': np.float64(0.48825104449554835), 'subsample': np.float64(0.7089018647605257)}",0.7627846405944779,0.7682611912989108,0.7661066402494893,0.7657174907142926,0.0022526621177492556,20,0.9990138681445675,0.9988739472997884,0.9990519120625215,0.9989799091689592,7.651916192231998e-05
332.27928193410236,3.840978389991351,7.767855008443196,0.6494664102854821,0.7265674768505745,0.08697224024208094,12,132,696,72,1.9248945898842225,0.5035645916507283,0.8240369770623349,"{'colsample_bytree': np.float64(0.7265674768505745), 'learning_rate': np.float64(0.08697224024208094), 'max_depth': 12, 'min_child_samples': 132, 'n_estimators': 696, 'num_leaves': 72, 'reg_alpha': np.float64(1.9248945898842225), 'reg_lambda': np.float64(0.5035645916507283), 'subsample': np.float64(0.8240369770623349)}",0.7679310464230338,0.7732844535737,0.771487465534056,0.7709009885102632,0.002224516202799863,17,0.9983426508692878,0.9982208636257204,0.9982384879022426,0.9982673341324168,5.374080957328157e-05
67.71249334017436,2.4167027670875503,1.8187800248463948,0.5157868006791053,0.7553074084358694,0.05418085932529611,-1,132,201,16,0.8220740266364626,0.06610146580109677,0.7707749368093391,"{'colsample_bytree': np.float64(0.7553074084358694), 'learning_rate': np.float64(0.05418085932529611), 'max_depth': -1, 'min_child_samples': 132, 'n_estimators': 201, 'num_leaves': 16, 'reg_alpha': np.float64(0.8220740266364626), 'reg_lambda': np.float64(0.06610146580109677), 'subsample': np.float64(0.7707749368093391)}",0.780544476739188,0.7848113298401681,0.7844715848486834,0.7832757971426799,0.0019363092082116343,9,0.8199023008838209,0.8193577097187026,0.8190771293086065,0.81944571330371,0.0003425740848011755
265.8144853115082,0.7585667797986451,3.172664006551107,0.32836636701788785,0.8720229706454773,0.10168465418657202,-1,87,638,70,0.47527508798479934,1.4564326972237192,0.7787240964517387,"{'colsample_bytree': np.float64(0.8720229706454773), 'learning_rate': np.float64(0.10168465418657202), 'max_depth': -1, 'min_child_samples': 87, 'n_estimators': 638, 'num_leaves': 70, 'reg_alpha': np.float64(0.47527508798479934), 'reg_lambda': np.float64(1.4564326972237192), 'subsample': np.float64(0.7787240964517387)}",0.7644539107501499,0.7694002967244051,0.7647688999297115,0.766207702468089,0.0022611646128942765,19,0.9990878187908335,0.9989074155843465,0.9988911534462902,0.9989621292738234,8.912352962122786e-05
115.95825139681499,31.765020303442345,2.1027145385742188,2.152747060537067,0.8713070407077528,0.09602356529130737,8,116,400,73,0.37303702079970846,0.08155028310952783,0.8568125301158847,"{'colsample_bytree': np.float64(0.8713070407077528), 'learning_rate': np.float64(0.09602356529130737), 'max_depth': 8, 'min_child_samples': 116, 'n_estimators': 400, 'num_leaves': 73, 'reg_alpha': np.float64(0.37303702079970846), 'reg_lambda': np.float64(0.08155028310952783), 'subsample': np.float64(0.8568125301158847)}",0.7718932999270233,0.7743757086921237,0.7710720246148498,0.772447011077999,0.001404404773001557,16,0.9795658947023752,0.9784003395372424,0.9789015398825566,0.9789559247073915,0.00047738732885096796
