roc_auc,accuracy,precision,recall,f1,threshold,business_cost,normalized_business_cost,tn,fp,fn,tp,fold,training_time_seconds
0.7565548307929861,0.8663951318854188,0.2515471006188402,0.33157099697885195,0.28606803075720055,0.5,50781.0,0.6192578320305354,68852,6531,4425,2195,1,57.21202087402344
0.7594688742158724,0.8652976110630098,0.2556855818061382,0.34984894259818733,0.29544584768465365,0.5,49782.0,0.6070753509017963,68641,6742,4304,2316,2,54.192626953125
0.7570932213056064,0.8667471525084754,0.2567491245905343,0.3433534743202417,0.29380210689588315,0.5,50050.0,0.6103509670495841,68802,6580,4347,2273,3,53.06690311431885
