roc_auc,accuracy,precision,recall,f1,threshold,business_cost,normalized_business_cost,tn,fp,fn,tp,fold,training_time_seconds
0.7805102817743653,0.7802885260295355,0.20808360227447364,0.613595166163142,0.3107761753567193,0.5,41039.0,0.5004573003426704,59924,15459,2558,4062,1,17.20489501953125
0.7846933502480966,0.7797641549699401,0.20887622149837134,0.6199395770392749,0.3124714481498401,0.5,40704.0,0.49637208394814825,59839,15544,2516,4104,2,17.292272090911865
0.7834253677603082,0.7803346259847321,0.2083055968047519,0.6145015105740181,0.3111400053539332,0.5,40981.0,0.4997561035096705,59921,15461,2552,4068,3,17.115544080734253
